t	x	y
2.4167336683417084	2.3223594782507693	-1.5831329164927064
2.4517587939698493	2.260658650285191	-1.6981737757090207
2.4867839195979897	2.192551151291379	-1.8105597158055837
2.5218090452261306	2.118169463558431	-1.9198999515224875
2.5568341708542714	2.0376713487266223	-2.0258114792845854
2.591859296482412	1.9512393279765	-2.1279207677862484
2.6268844221105527	1.8590800472013314	-2.225865411124767
2.6619095477386936	1.7614235299572987	-2.3192957365933538
2.696934673366834	1.6585223215287574	-2.40787635945578
2.731959798994975	1.5506505279728975	-2.4912876772731565
2.7669849246231157	1.4381027545165854	-2.5692272966380445
2.802010050251256	1.3211929481655615	-2.641411385490593
2.837035175879397	1.2002531498501843	-2.7075759445441507
2.872060301507538	1.0756321618702436	-2.767477991732125
2.9070854271356783	0.9476941368118177	-2.8208966540018467
2.942110552763819	0.8168170944898455	-2.8676341612228913
2.9771356783919596	0.6833913738190467	-2.9075167374444373
3.0121608040201004	0.547818026831349	-2.940395385226717
3.0471859296482413	0.41050716233865725	-2.9661465592828287
3.0822110552763817	0.27187624698404755	-2.9846727261968597
3.1172361809045226	0.1323483716312813	-2.995902807529629
3.1522613065326635	-0.007649508789186552	-2.999792504181908
3.187286432160804	-0.14768835373065187	-2.996324500453891
3.2223115577889447	-0.2873388254410413	-2.9855085468162206
3.2573366834170856	-0.4261730789496741	-2.9673814209892213
3.292361809045226	-0.5637665452375119	-2.9420067675103434
3.327386934673367	-0.6996996992312969	-2.909474816552235
3.3624120603015077	-0.8335598043353054	-2.8699019833326376
3.397437185929648	-0.9649426253280042	-2.8234303500295086
3.432462311557789	-1.0934541016039936	-2.770227032677643
3.4674874371859294	-1.2187119729336198	-2.7104834360739347
3.5025125628140703	-1.3403473501426018	-2.6444144002544414
3.537537688442211	-1.4580062233807034	-2.5722572426251684
3.5725628140703516	-1.5713509009507542	-2.494270700327266
3.6075879396984925	-1.6800613720055684	-2.4107337778938542
3.6426130653266333	-1.7838365867889185	-2.3219445057075063
3.6776381909547737	-1.8823956484959858	-2.228218615192449
3.7126633165829146	-1.9754789112565025	-2.129888137071588
3.7476884422110555	-2.0628489791981814	-2.0272999293837377
3.782713567839196	-2.1442916020267297	-1.9208141422890326
3.8177386934673367	-2.2196164630593787	-1.8108026269888806
3.852763819095477	-2.2886578561690363	-1.6976472963495386
3.887788944723618	-2.351275248633362	-1.5817384450440861
3.922814070351759	-2.407353727434542	-1.4634730372153002
3.9578391959798993	-2.4568043271187587	-1.343252969810615
3.99286432160804	-2.4995642378964193	-1.2214833198494168
4.027889447236181	-2.5355968932424138	-1.098570583951764
4.0629145728643214	-2.5648919368371823	-0.974920918485924
4.097939698492462	-2.5874650692712997	-0.8509383886798073
4.132964824120603	-2.603357775515855	-0.7270232349884409
4.167989949748744	-2.6126369347352023	-0.6035701649164033
4.203015075376884	-2.6153943145849974	-0.4809666783610877
4.238040201005025	-2.6117459526939184	-0.35959143437037955
4.273065326633166	-2.601831428569472	-0.23981266699781414
4.308090452261307	-2.585813029694174	-0.12198665769035721
4.3431155778894475	-2.5638748160854976	-0.00645627136008553
4.378140703517588	-2.536221588078978	0.10645043702754142
4.413165829145728	-2.503077762556244	0.21642153886779852
4.448190954773869	-2.4646861632763564	0.32316246523519787
4.48321608040201	-2.4213067313774888	0.42639715142082796
4.518241206030151	-2.3732151624947413	0.5258690874429715
4.553266331658292	-2.320701477286822	0.6213422697505903
4.588291457286432	-2.2640685324779026	0.7126020498274945
4.623316582914573	-2.203630479799452	0.7994558759138066
4.6583417085427135	-2.1397111804591376	0.8817339245881757
4.693366834170854	-2.072642582968571	0.9592896194966491
4.728391959798995	-2.0027630723279506	1.032000035069278
4.763417085427136	-1.9304157986926298	1.0997661836309118
4.798442211055276	-1.855946993733705	1.1625131848853167
4.833467336683417	-1.7797042829515124	1.2201903173289832
4.868492462311558	-1.702035002207211	1.2727709517298784
4.903517587939699	-1.6232845267033522	1.3202523673842377
4.9385427135678395	-1.543794620569762	1.3626554524382373
4.9735678391959794	-1.4639018150965202	1.4000242901284603
5.00859296482412	-1.3839358235018706	1.4324256333525147
5.043618090452261	-1.3042179999303936	1.4599482705263087
5.078643216080402	-1.22505985014655	1.4827022862147305
5.113668341708543	-1.1467616011220543	1.5008182205350642
5.148693467336684	-1.0696108364136545	1.5144461318250655
5.183718592964824	-0.9938812038923541	1.5237545675376838
5.218743718592965	-0.9198312020175531	1.5289294487697083
5.2537688442211055	-0.8477030504518224	1.5301728742499279
5.288793969849246	-0.7777216503860132	1.5277018500017494
5.323819095477387	-0.7100936394922842	1.5217469512535606
5.358844221105528	-0.6450065459466054	1.5125509234959265
5.393869346733668	-0.582628045464715	1.500367229876157
5.428894472361809	-0.5231053247788289	1.4854585523766288
5.46391959798995	-0.46656455444922573	1.4680952544421015
5.498944723618091	-0.41311047335764556	1.4485538129022504
5.5339698492462315	-0.36282608667113825	1.4271152271776133
5.5689949748743715	-0.3157724784981684	1.404063413859718
5.604020100502512	-0.27198873988627464	1.3796835948186044
5.639045226130653	-0.2314920122352816	1.354260687013075
5.674070351758794	-0.19427764562464211	1.3280777021607575
5.709095477386935	-0.1603194709809816	1.3014141643663881
5.744120603015076	-0.12957018444498014	1.274544553708113
5.779145728643216	-0.10196184173823081	1.2477367836434048
5.814170854271357	-0.07740645978338867	1.2212507199191778
5.8491959798994975	-0.05579672229749644	1.1953367484556898
5.884221105527638	-0.03700678556136011	1.1702343994219762
5.919246231155779	-0.02089318006998031	1.146171034433015
5.954271356783919	-0.00729580329256857	1.1233606034771277
5.98929648241206	0.003961001681916321	1.102002477827755
6.024321608040201	0.013067287264300509	1.0822803648085297
6.059346733668342	0.02022626829882468	1.0643613098664035
6.094371859296483	0.02565302122810531	1.0483947909664588
6.1293969849246235	0.02957312224305428	1.034511909856224
6.1644221105527635	0.032221231474110906	1.022824684259027
6.199447236180904	0.0338396305478421	1.0134254445476198
6.234472361809045	0.03467672106422971	1.0063863379235
6.269497487437186	0.03498549174378088	1.0017589425866102
6.304522613065327	0.035021962148819225	0.9995739938271104
6.339547738693467	0.03504361099940263	0.9998412234084116
6.374572864321608	0.03530779718052178	1.002549313041392
6.409597989949749	0.0360701815732503	1.0076659621765256
6.4446231155778895	0.03758315783823571	1.0151380697663404
6.47964824120603	0.040094300235180874	1.0248920290780457
6.514673366834171	0.043844836477215765	1.0368341340681253
6.549698492462311	0.049068153494522565	1.0508510952700099
6.584723618090452	0.05598834381799045	1.0668106625953822
6.619748743718593	0.06481880009175595	1.0845623519119287
6.654773869346734	0.07576086498434503	1.1039382717381103
6.689798994974875	0.08900254349276665	1.1247540458913556
6.7248241206030155	0.10471728432388039	1.1468098274424527
6.7598492462311555	0.12306283669402873	1.1698913988682442
6.794874371859296	0.14418018851307723	1.193771352859269
6.829899497487437	0.16819259151442	1.2182103478309179
6.864924623115578	0.1952046784602744	1.2429584318079532
6.899949748743719	0.2253016770936762	1.2677564280048326
6.934974874371859	0.2585487250274298	1.2923373751097882
6.97	0.29499028925809906	1.3164280150007133
